city_name,locality,locality_id,entity_id,project_name,longitude,lattitude,avg_price,target,active_days,impressions,clicks,sessions,paid_leads,expected_leads,project_conversion,avg_conversion,avg_sessions,avg_bhk,gap,project_demand_status
Gurgaon,Sector 68,9d8a921dc7ddd1d035f3,35730,M3M Sierra 68,77.04268646,28.38076401,13558704,20.74,14,342,11,181,16,15,0.09,0.08,331.73,2,-5,demand gap
Gurgaon,Sector 79,05f80b391e199362a031,323628,M3M Golf Hills Phase 2,76.98619843,28.36889076,30787500,11.23,14.5,473,8,121,6,9,0.05,0.07,261.17,3,-5,demand + conversion issue
Noida,Sector 124,ff32a98a5ec95cb466b5,43077,ATS Knightsbridge,77.32874298,28.54905128,126007500,5.16,10,788,17,100,0,3,0.00,0.03,156.69,4,-5,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,285921,Ace Mahagun Medalleo,77.37558746,28.54745293,104450125,7.87,7,193,12,43,2,3,0.05,0.07,227.52,3.5,-6,demand + conversion issue
Gurgaon,Sector 88B,137a88aef60a9f131fda,354865,ZAK Ivory Arches Residential Floor,76.95420074,28.44459915,30248979,8.8,10.5,122,8,72,3,6,0.04,0.09,153.29,3.5,-6,demand + conversion issue
Gurgaon,Sector 57,06be5e4b697d1d179f75,348325,Sunder Luxury Floors 57,77.07520294,28.42320061,29999358,11.22,14,1386,39,103,5,8,0.05,0.08,201.44,4,-6,demand + conversion issue
Gurgaon,Sector 53,2e6f7dbcbe2ca5b73f7f,277126,Tulip Monsella,77.10354614,28.43516541,98853878,27.26,13.5,1450,16,137,21,11,0.15,0.08,130.67,3.5,-6,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,355578,Emerald Crest 3,77.37599945,28.5454998,10200000,8.89,11.5,976,44,92,3,8,0.03,0.09,283.32,3,-6,demand + conversion issue
Noida,Sector 102,8edf65c31ac3f6aa0a14,352867,Investwell Hometech Homes,77.38380432,28.54513741,9950350,10.38,11.5,422,16,67,4,5,0.06,0.08,195.98,3.5,-6,demand + conversion issue
Gurgaon,Sector 83,7b42529d509396b8d178,34911,Vatika Iris Floors,76.9675293,28.39564514,14469730,6.45,12.5,422,25,89,0,6,0.00,0.06,208.28,2.5,-6,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,355712,Emerald Crest 5,77.37599945,28.5454998,11999200,8.89,11.5,848,31,82,3,7,0.04,0.09,283.32,3.5,-6,demand + conversion issue
Gurgaon,Kadarpur,05bede030512a4541424,347502,Paramount CBS Exclusive Floors,77.09166718,28.39208031,23499300,7.48,14.5,78,5,50,1,3,0.02,0.06,173.21,3,-6,demand + conversion issue
Gurgaon,Sector 83,7b42529d509396b8d178,303236,SS Cendana Residences,76.96469879,28.39859962,16192803,15.1,14,520,12,171,9,11,0.05,0.06,208.28,3,-6,demand + conversion issue
Noida,Sector 152,d54a24662e60d78cf959,45639,ATS Picturesque Reprieves Phase 1,77.47376251,28.44446945,25556440,26.11,14.5,1591,56,188,20,14,0.11,0.07,169.69,3.5,-6,demand gap
Noida,Sector 72,87ebedcc3bfc530600cd,344442,Capital Metro Height,77.37981415,28.58569145,4150000,35.72,4.5,59,9,225,30,23,0.13,0.10,488.5,2,-6,demand gap
Noida,Sector 76,15b8124237251ab13164,345849,Estate 76,77.38465118,28.56715202,30600180,6.86,1.5,418,14,22,1,2,0.05,0.07,231.69,1,-6,demand + conversion issue
Gurgaon,Sector 43,b835faa6126597e0f4cd,343896,Arun GGR Floor 24,77.07679749,28.46339989,39000000,12.18,12,461,12,53,6,4,0.11,0.08,124.67,3.5,-6,demand gap
Gurgaon,DLF Phase 5,0ff6cd71f8971c93bc75,34462,DLF The Crest,77.11205292,28.44460869,189906170,19.35,14.5,1969,90,286,12,18,0.04,0.06,166.12,3,-7,conversion issue
Gurgaon,Sector 62,18bbd052e821296e7928,336807,Emaar Amaris,77.08360291,28.41519928,47332809,13.2,11,545,17,79,6,7,0.08,0.09,147.79,3,-7,demand + conversion issue
Noida,Sector 150,338bfbd7096e7fb0f0c8,182871,Prateek Canary,77.49282074,28.42036629,75450000,16.61,13,1230,48,223,10,14,0.04,0.06,235.81,3,-7,demand + conversion issue
Gurgaon,Sector 66,2587487ac5a5c7aaddcc,33411,Emaar Marbella,77.06219482,28.39980698,157837500,10.32,11,1407,99,304,3,21,0.01,0.07,198.42,4,-7,conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,355582,Emerald Crest 2,77.37599945,28.5454998,12500400,8.89,11.5,671,26,47,2,4,0.04,0.09,283.32,4,-7,demand + conversion issue
Gurgaon,Sector 70,ca542b78e17bf640697e,5318,Shree Vardhman Victoria,77.01869965,28.39362717,20343450,19.27,14,526,30,247,12,14,0.05,0.06,287.55,3,-7,demand + conversion issue
Gurgaon,DLF Phase 2,708ba9e1db2721be4c5f,297348,Bargainer Ultra Premium Floors,77.08809662,28.48769951,44000000,13.59,8,850,57,107,7,8,0.07,0.07,121.69,3.5,-7,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,350256,CBPL Sukhbiri Homes Phase 1,77.37689972,28.54809952,8550000,14.26,8,1180,13,72,7,6,0.10,0.09,283.32,2.5,-7,demand gap
Noida,Sector 150,338bfbd7096e7fb0f0c8,257357,ATS Kingston Heath,77.49320221,28.4192009,47965675,10.42,10,537,13,90,3,6,0.03,0.06,235.81,3.5,-7,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,352055,Regal Heights,77.37689972,28.54809952,7800000,18.72,13,534,34,113,12,10,0.11,0.09,283.32,3,-7,demand gap
Gurgaon,Sector 57,06be5e4b697d1d179f75,354208,Creative Homes Ultra Luxurious Floor Project 5,77.07520294,28.42320061,37000350,22.11,13,1194,46,150,15,12,0.10,0.08,178.18,3.5,-7,demand gap
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,310951,Godrej Aristocrat,77.04799652,28.41209984,59874384,15.06,11,336,5,70,8,6,0.11,0.09,132.6,3,-7,demand gap
Noida,Sector 73,6b6b6c204323f2ed6253,353708,Networth Kanha Residency,77.38400269,28.58300018,2204720,22.45,14.5,1129,22,219,15,23,0.07,0.11,761.9,1,-7,demand + conversion issue
Gurgaon,Sector 50,be66cf97c6340f920e4b,337183,Nirwana Luxury Floors,77.06275177,28.41778564,40012800,14.28,11,372,20,88,7,8,0.08,0.09,114.73,4,-7,demand + conversion issue
Noida,Sector 115,ec0f0b40478cf4170368,319660,Ivory County Gold,77.40258026,28.56826973,92860074,7.87,15,255,2,44,1,3,0.02,0.06,144.81,4,-7,demand + conversion issue
Gurgaon,Sector 62,18bbd052e821296e7928,344625,Eon7 Designer Floors,77.08818054,28.41394615,36250000,7.64,7,280,6,80,0,7,0.00,0.09,147.79,3,-8,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,252313,4S Aradhya Homes,77.06363678,28.38616371,29121750,12.33,8.5,701,10,94,4,7,0.04,0.08,167.74,3.5,-8,demand + conversion issue
Gurgaon,DLF Phase 2,708ba9e1db2721be4c5f,348288,Sunder Luxury Floors DLF Phase 2,77.08810425,28.4877243,37995660,11.22,14,1114,12,41,3,3,0.07,0.07,121.69,3,-8,demand gap
Noida,Sector 146,5fa0020825f6dd7e94ae,303901,Godrej Tropical Isle,77.45729828,28.46949959,53810000,10.59,13,2049,24,104,3,5,0.03,0.05,158.69,3,-8,demand + conversion issue
Gurgaon,Sector 43,b835faa6126597e0f4cd,354044,Creative Ultra Luxurious Floor Project 1,77.07678223,28.46341705,44748732,16.76,13,1316,30,78,9,7,0.12,0.08,124.67,3.5,-8,demand gap
Noida,Sector 150,338bfbd7096e7fb0f0c8,198479,Godrej Palm Retreat 2,77.48453522,28.4332962,33788599,14.74,10.5,851,20,94,7,6,0.07,0.06,235.81,2.5,-8,demand gap
Noida,Sector 51,30672c5806e4109ebc85,305806,Capital Hometech Homes,77.36558533,28.58063316,5945625,129.5,14,6799,845,1971,122,152,0.06,0.08,1147.98,2.5,-8,conversion issue
Noida,Sector 131,dfe41bdde71c11cc712a,33485,Jaypee Pebble Court,77.36065674,28.51807785,72785993,7.86,15,803,23,52,0,2,0.00,0.03,132.69,4,-8,demand + conversion issue
Noida,Sector 108,f3a46a54410125d2c28b,4227,Parx Laureate,77.37195587,28.52506447,75120789,10.56,14,326,18,106,3,5,0.03,0.05,159.69,3.5,-8,demand + conversion issue
Gurgaon,Sector 89A,971e124baf8647f7c55c,352995,Arttech The Story House,76.94407654,28.43367386,19054748,9.29,9,214,4,66,1,6,0.02,0.09,190.8,2.5,-8,demand + conversion issue
Gurgaon,Sector 41,e3c5b7e9b619e2b081c8,348388,Sunder Homes Luxury Floors South City 1,77.06651306,28.45831871,38500920,13.29,14,1155,38,106,5,9,0.05,0.09,123.54,4,-8,demand + conversion issue
Noida,Sector 150,338bfbd7096e7fb0f0c8,198044,Samridhi Daksh Avenue,77.48735809,28.42308235,43462650,19.26,14.5,1368,22,212,11,13,0.05,0.06,235.81,3.5,-8,demand + conversion issue
Gurgaon,Kadarpur,05bede030512a4541424,347518,Paramount Luxury Floor 63A,77.08879089,28.39253616,26998850,14.4,12.5,3188,87,223,6,12,0.03,0.06,173.21,3,-8,conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,347504,Paramount Luxury Ansal Esencia,77.06060028,28.38229942,32999400,14.4,12.5,780,17,72,6,5,0.08,0.08,144.48,4,-8,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,355716,Emerald Crest 4,77.37599945,28.5454998,13399450,8.89,11.5,610,17,53,1,5,0.02,0.09,283.32,4,-8,demand + conversion issue
Gurgaon,Sector 56,0e974c26dad6960b17dc,354223,Creative Homes Ultra Luxurious Floor Project 3,77.09909821,28.42449951,41251050,16.76,13,1831,34,139,9,10,0.06,0.07,139.12,3.5,-8,demand + conversion issue
Gurgaon,Sector 79,05f80b391e199362a031,298817,M3M Antalya Hills ,76.97882843,28.36253166,18765000,56.53,13,4702,168,883,49,66,0.06,0.08,284.42,2.5,-8,conversion issue
Gurgaon,Sector 59,4e95917c004316e78882,315698,Paras Floret Central,77.10811615,28.4094696,25400000,12.29,14,351,13,104,4,8,0.04,0.08,171.27,2.5,-8,demand + conversion issue
Noida,Sector 150,338bfbd7096e7fb0f0c8,346748,Icon Sunshine Farms,77.49030304,28.42230034,13055022,17.75,12.5,1539,113,258,10,20,0.04,0.08,291.61,1,-8,demand + conversion issue
Gurgaon,Sector 42,3ff7f954ccc0a4856241,87812,DLF The Aralias,77.1032486,28.45910835,327537775,10.32,11,357,16,61,1,3,0.02,0.04,319.96,4,-9,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,352660,Paramount Low Rise Floors South City 2,77.05280304,28.41760063,31000000,14.56,11,660,39,83,6,7,0.07,0.09,132.6,4,-9,demand + conversion issue
Gurgaon,Sector 65,ad46b362716dededbce0,38726,M3M St Andrews Golf Residences,77.0657196,28.40149307,119502300,10.32,11,296,9,45,1,3,0.02,0.08,181.79,3,-9,demand + conversion issue
Noida,Sector 115,ec0f0b40478cf4170368,325605,Ivory County,77.40184021,28.56656647,68356314,8.8,13.5,356,15,86,0,5,0.00,0.06,144.81,3.5,-9,demand + conversion issue
Gurgaon,Sector 33,9c8c32b17074956fd396,127155,Central Park Clover Floors,77.06652069,28.28386879,33851616,10.84,12.5,297,14,44,2,4,0.05,0.08,191.34,4,-9,demand + conversion issue
Noida,Sector 110,6197925ab00826f0f32f,347509,DM Infra,77.37838745,28.53248215,7590125,52.81,13,746,22,130,44,14,0.34,0.11,246.27,2.5,-9,demand gap
Gurgaon,Sector 85,15c80ebb64fc90e96950,34578,SS The Leaf,76.95278931,28.40339851,35218688,19.35,12.5,434,21,177,10,12,0.06,0.07,438.29,3,-9,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,349672,Sunder Luxury Floors Ansal Esencia,77.06079865,28.3859005,35999100,12.11,14,485,13,47,3,4,0.06,0.08,144.48,4,-9,demand + conversion issue
Gurgaon,Sector 47,25c1c719ad25fbff8284,348446,Sunder Homes Luxury Floors Sector 47,77.04920197,28.42760086,32000400,11.22,14,488,23,77,2,6,0.03,0.08,114.5,3,-9,demand + conversion issue
Gurgaon,Sector 42,3ff7f954ccc0a4856241,52784,DLF Magnolias,77.09997559,28.4569149,560923900,10.32,11,201,12,100,1,4,0.01,0.04,319.96,4,-9,demand + conversion issue
Gurgaon,Sector 36,1864ac472c1a7739556b,16400,Silverglades The Melia,77.06027222,28.2811985,13704505,30.63,13.5,2216,67,319,22,26,0.07,0.08,378.44,2.5,-9,demand + conversion issue
Gurgaon,Sector 104,0fb158487e3209be89b3,353004,Levante Residences,76.99599457,28.47878838,42032760,12.74,5.5,274,2,47,4,5,0.09,0.10,281.35,3.5,-9,demand + conversion issue
Gurgaon,DLF Phase 3,e0793acc781b77e3024e,34780,Ambience Caitriona,77.10361481,28.50143242,178925500,10.32,11,314,20,94,1,4,0.01,0.04,131.79,4,-9,demand + conversion issue
Gurgaon,Sushant Lok Phase 1,c56a7212bfebf162c2d0,354209,Creative Homes Ultra Luxurious Floor Project 4,77.07679749,28.46339989,35000370,16.76,13,1183,33,131,8,10,0.06,0.08,126.23,3.5,-9,conversion issue
Noida,Sector 150,338bfbd7096e7fb0f0c8,133832,ATS Pious Hideaways,77.48787689,28.42353058,17681250,27.17,14.5,923,45,217,18,13,0.08,0.06,235.81,3,-9,demand gap
Gurgaon,Sector 54,fb635f012d5a99e0d7bd,340477,Godrej Astra,77.10882568,28.43663406,127116000,10.32,11,249,5,76,1,5,0.01,0.07,135.62,3.5,-9,demand + conversion issue
Noida,Sector 74,ed4a7ece4bfbf1b8f19c,344374,Capital Hometech Pride 2,77.39129639,28.57529449,4200000,14.42,3.5,413,18,70,5,11,0.07,0.16,510.19,2,-9,demand + conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,231893,Birla Navya Gurugram,77.09459686,28.39459991,47206918,47.54,14,2311,99,329,38,29,0.12,0.09,155.22,3,-10,demand gap
Gurgaon,Sector 70A,ab64cd141b3d9e250669,328757,CS Flamingo Floors,77.02259064,28.38472557,23499657,25.03,14,492,7,167,15,14,0.09,0.08,222.24,3,-10,demand gap
Noida,Sector 110,6197925ab00826f0f32f,351106,Swastik AVS Infra Homes,77.38339996,28.53219986,6525000,18.01,13.5,534,18,99,8,11,0.08,0.11,246.27,3,-10,demand + conversion issue
Gurgaon,Sector 106,d02acb3cc829f2db86a6,323687,Sobha Altus,76.99739838,28.50329971,52162108,51.52,14.5,2933,42,366,42,31,0.11,0.09,182.72,2.6666666666666665,-10,demand gap
Gurgaon,Sector 33,9c8c32b17074956fd396,53151,Godrej Nature Plus,77.06702423,28.27951813,17490420,27.92,13,1385,52,258,18,22,0.07,0.09,214.6,2.5,-10,conversion issue
Gurgaon,Sector 70A,ab64cd141b3d9e250669,345193,BPTP Floors Sector 70A,77.02256012,28.38459396,35497600,14.4,12.5,213,2,43,4,3,0.09,0.08,198.98,3.5,-10,demand gap
Noida,Sector 76,15b8124237251ab13164,352102,Swastik Residency,77.38608551,28.56533241,7349930,85.34,14.5,4982,200,897,74,81,0.08,0.09,287.48,2.5,-11,conversion issue
Gurgaon,Sector 47,25c1c719ad25fbff8284,345857,Paramount Luxury Malibu Town,77.04640198,28.42200089,46000000,14.4,12.5,264,13,73,3,6,0.04,0.08,114.5,4,-11,demand + conversion issue
Noida,Sector 144,18db7eafec64fa75f603,228632,Gulshan Dynasty,77.43520355,28.49453354,129700453,21.7,14,716,18,164,11,13,0.07,0.08,184.31,4,-11,demand + conversion issue
Gurgaon,Sector 84,8b951771d86f3f5983c0,305633,Ganga Nandaka,76.98106384,28.40287781,62064000,15.64,14,386,5,90,5,7,0.06,0.07,171.9,3.5,-11,demand + conversion issue
Gurgaon,Sector 57,06be5e4b697d1d179f75,345870,Paramount Luxury Golf Course Extension,77.08740234,28.42560005,29500000,23.04,14,519,18,199,12,16,0.06,0.08,201.44,4,-11,demand + conversion issue
Gurgaon,Sector 53,2e6f7dbcbe2ca5b73f7f,3633,Parsvnath Exotica,77.09817505,28.44129562,123192390,16.26,13.5,429,13,98,5,8,0.05,0.08,130.67,3.5,-11,demand + conversion issue
Gurgaon,Sector 69,e378bca73f0205299fa1,339846,Smartworld Sky Arc,77.03411102,28.39660072,56250100,14.98,14.5,1356,11,93,3,8,0.03,0.09,155.92,3.5,-12,demand + conversion issue
Gurgaon,Sector 78,80de3be8e9ffe90c0cb3,349925,Hercules Grace Resilviaa,76.97190094,28.36592865,20999581,27.73,14.5,3110,52,134,16,12,0.12,0.09,169.21,3,-12,demand gap
Gurgaon,Sector 32,8f3314d8611045cf117b,45339,Central Park Flamingo Floors,77.07765961,28.28386688,21489116,36.9,14,1532,52,178,25,16,0.14,0.09,183.05,2.5,-12,demand gap
Gurgaon,Sector 102,96257073c54503aa6b37,347784,HCBS Twin Horizon,76.96749878,28.47629738,52796700,18.06,14.5,1258,4,76,6,8,0.08,0.11,225.04,3.5,-12,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,348189,Multibrain Ultima 107,77.37656403,28.54593277,9699000,12.65,14,665,26,61,1,5,0.02,0.09,283.32,3,-12,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,352038,SR Homes 3,77.06079865,28.3859005,27998046,12.16,6.5,330,13,32,0,3,0.00,0.08,167.74,4,-12,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,198060,County 107,77.37716675,28.54686928,95539538,14.07,13,288,11,207,2,15,0.01,0.07,227.52,4,-12,demand + conversion issue
Gurgaon,Sector 61,63ea3c1f0ed58207dbcf,6513,Pioneer Park,77.09260559,28.41336632,35000400,39.29,14,917,29,195,27,18,0.14,0.09,212.62,3,-12,demand gap
Gurgaon,Sector 89,2475ee745ec374a2d50e,328564,Laburnum Victory Floor 89,76.94390106,28.4253006,50462000,32.77,14,483,13,200,20,15,0.10,0.08,395.37,3.5,-13,demand gap
Gurgaon,Sector 104,0fb158487e3209be89b3,343171,Sadan M2K Olive Green Floor,76.9960022,28.47879982,19500000,18.02,11,1851,42,191,5,19,0.03,0.10,304.6,3,-13,demand + conversion issue
Gurgaon,Sector 70A,ab64cd141b3d9e250669,2196,AIPL The Peaceful Homes,77.02259827,28.38471794,29949330,29.68,11.5,685,27,195,17,16,0.09,0.08,222.24,3,-13,demand gap
Gurgaon,DLF Phase 1,121f40755ac071d4ddb9,313788,Ashley Estate Floors 4,77.10070038,28.46500015,29000000,29.68,11.5,397,10,53,17,4,0.32,0.08,166.75,3.5,-13,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,328910,Sunwest Homes 107,77.37599945,28.5454998,8326046,21.49,7.5,774,30,88,8,8,0.09,0.09,283.32,2.5,-13,demand gap
Gurgaon,Sushant Lok Phase 1,c56a7212bfebf162c2d0,313433,Ashley Estate Floor 2,77.07695007,28.46353149,38250000,30.45,13,484,4,45,17,4,0.38,0.08,126.23,3.5,-13,demand gap
Gurgaon,Sector 63,3f92611a90726707361f,338785,Adani Samsara Ivana,77.08638,28.39802742,57219330,15.59,12,137,2,61,3,5,0.05,0.09,155.22,4,-13,demand + conversion issue
Noida,Sector 43,4916f1eaabc036aea74c,271550,Godrej Woods,77.35068512,28.55937386,44975921,27.3,14,848,21,374,14,28,0.04,0.08,259.85,3,-13,conversion issue
Gurgaon,Sector 66,2587487ac5a5c7aaddcc,33425,Emaar MGF The Palm Drive,77.05139923,28.40158272,58562500,46.9,13.5,2015,80,313,33,21,0.11,0.07,198.42,3,-14,demand gap
Gurgaon,Sector 63,3f92611a90726707361f,345871,Paramount Extension Luxury,77.08670044,28.39710045,23500000,16.51,12.5,180,15,53,3,5,0.06,0.09,178.48,3.5,-14,demand + conversion issue
Noida,Sector 150,338bfbd7096e7fb0f0c8,31388,ACE Parkway,77.48165894,28.43226433,25130998,35.05,14,1205,54,276,20,17,0.07,0.06,235.81,3,-15,demand gap
Gurgaon,Sector 60,29b984d0032d21f64f0f,1644,Ireo Skyon,77.09653473,28.39991188,64500000,39.26,13.5,982,93,325,24,25,0.07,0.08,247.29,3,-15,conversion issue
Gurgaon,Sector 70A,ab64cd141b3d9e250669,328671,NM Developer,77.02259827,28.3845005,24498477,15.88,8.5,46,0,42,1,3,0.02,0.08,222.24,3,-15,demand + conversion issue
Gurgaon,Sector 84,8b951771d86f3f5983c0,324102,SS Cendana,76.97574615,28.39962196,26844825,23.22,12.5,177,4,66,8,5,0.12,0.08,195.16,3,-15,demand gap
Gurgaon,Sector 113,52523f2e41980d15b990,318778,M3M Mansion,77.02398682,28.52959442,84292786,29.46,14,1004,20,273,14,21,0.05,0.08,256.87,3,-15,conversion issue
Noida,Sector 72,87ebedcc3bfc530600cd,314463,M3M The Line,77.37786102,28.58037376,14464165,25.1,10.5,3636,73,351,10,32,0.03,0.09,251.08,1,-15,conversion issue
Noida,Sector 152,d54a24662e60d78cf959,260584,ACE Ace Starlit,77.47142792,28.44513893,23516780,25.57,14.5,980,16,160,11,12,0.07,0.07,169.69,2.5,-15,demand + conversion issue
Gurgaon,Sector 58,ff9632aecb941f5d7d6f,227,Ireo The Grand Arch,77.11238098,28.41293335,112236500,51.23,14,4589,157,403,36,34,0.09,0.08,286.29,2.5,-15,demand gap
Gurgaon,Sector 109,cd794346c2b0822f2605,367,Chintels Serenity Phase 1 Tower 3 4 5 Pocket B,77.00534821,28.51566505,32687490,26.29,14.5,907,12,132,11,14,0.08,0.11,151.29,3.5,-15,demand + conversion issue
Noida,Sector 128,087832430cf7f2e7361d,349567,L And T Green Reserve Tower 1 and 2,77.35613251,28.52259254,97791525,20.36,14.5,2020,28,136,4,8,0.03,0.06,231.69,3.5,-16,demand + conversion issue
Gurgaon,Sector 76,5de3fcda2f8d078fd091,320938,DLF Privana West,76.9862442,28.39319229,100633500,25.27,14.5,1299,15,148,9,10,0.06,0.07,277.36,4,-16,demand + conversion issue
Noida,Sector 150,338bfbd7096e7fb0f0c8,198477,Godrej Palm Retreat 1,77.49414062,28.42299461,26578617,23.61,13,1280,48,168,8,10,0.05,0.06,235.81,2.5,-16,demand + conversion issue
Noida,Sector 150,338bfbd7096e7fb0f0c8,34746,Samridhi Luxuriya Avenue,77.49027252,28.42232323,12949040,35.79,13,1062,38,246,20,19,0.08,0.08,291.61,2.5,-16,demand gap
Gurgaon,Sector 59,4e95917c004316e78882,199121,Conscient Hines Elevate,77.10968018,28.40508842,50550500,45.03,12.5,2965,77,272,29,21,0.11,0.08,148.01,3.5,-16,demand gap
Noida,Sector 73,6b6b6c204323f2ed6253,346324,RN Metro Heights,77.38834381,28.58671188,4275000,43.21,14,2580,142,356,27,43,0.08,0.12,781.36,2,-16,demand + conversion issue
Gurgaon,Sector 59,4e95917c004316e78882,329135,Conscient Elevate,77.10952759,28.40767097,65665600,20.28,14.5,157,1,54,3,4,0.06,0.08,148.01,3.5,-17,demand + conversion issue
Gurgaon,Sector 90,90ac38ce1e3b6112bd4c,332462,SS Camasa,76.93726349,28.40854263,36100570,17.4,13.5,1325,23,100,0,7,0.00,0.07,202.49,4,-17,demand + conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,325967,Silverglades Legacy,77.09149933,28.39934731,107111000,37.54,14,1041,20,156,21,14,0.13,0.09,155.22,3.5,-17,demand gap
Gurgaon,Sector 65,ad46b362716dededbce0,321022,M3M Altitude,77.06900024,28.40299988,139560625,21.67,14,227,2,444,5,33,0.01,0.08,181.79,4,-17,conversion issue
Gurgaon,Sector 111,814d7aaee051baa2f2ef,317335,Puri Diplomatic Residences,77.03211212,28.52416229,54550206,43.51,12.5,682,5,205,27,18,0.13,0.09,168.46,3.5,-17,demand gap
Gurgaon,Sector 104,0fb158487e3209be89b3,295762,M2K Olive Green Floors,76.98937225,28.47187614,23580465,89.2,8.5,3930,95,872,71,88,0.08,0.10,304.6,2,-18,conversion issue
Gurgaon,Sushant Lok Phase 1,c56a7212bfebf162c2d0,313450,Ashley Estate Floor 1,77.07695007,28.46353149,30000000,29.68,11.5,547,13,58,12,5,0.21,0.08,149.49,3.5,-18,demand gap
Gurgaon,Sector 43,b835faa6126597e0f4cd,331298,Godrej Miraya,77.07726288,28.46291351,166203801,20.6,14.5,518,8,92,3,8,0.03,0.08,124.67,3.5,-18,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,334185,M3M Opus At M3M Merlin,77.06076813,28.38588524,54999600,20.51,14.5,355,6,77,2,6,0.03,0.08,144.48,3.5,-19,demand + conversion issue
Gurgaon,Sector 37C,f2f7b8e42c3741278e62,3196,Imperia Esfera,76.98426819,28.44804955,14119650,34.88,11.5,440,24,120,16,10,0.13,0.08,235.23,3,-19,demand gap
Gurgaon,Sector 35,660abf993a9bbb29da44,321602,Trehan Luxury Floors,77.06637573,28.27661896,18464320,44.08,13,1085,24,380,25,31,0.07,0.08,182.65,3,-19,conversion issue
Gurgaon,DLF Phase 2,1386f8e36db5f7e1288d,313771,Ashley Estate Floors 8,77.08809662,28.48769951,40500000,30.45,13,625,12,25,10,2,0.40,0.06,126.92,3.5,-20,demand gap
Gurgaon,Manesar,2a52e859cd4a6bbe9188,349544,JMS The Majestic Floors,76.94267273,28.35240364,17239200,33.44,13.5,953,13,161,13,14,0.08,0.08,354.19,3,-20,demand + conversion issue
Noida,Sector 104,fc04fbb8ad3339541859,339636,SV Heights The Ultima 107,77.37381744,28.53992462,10757000,27.84,14,532,16,72,8,7,0.11,0.09,294.61,3,-20,demand gap
Gurgaon,Sector 36,1864ac472c1a7739556b,269450,Signature Global Park,77.06326294,28.29654312,10044731,45.05,13,1616,23,404,24,33,0.06,0.08,378.44,2.5,-21,conversion issue
Noida,Sector 72,87ebedcc3bfc530600cd,343599,Evermark Provica Dream Valley 2,77.38077545,28.58370781,5250000,42.46,14,1344,71,180,21,19,0.12,0.10,488.5,2,-21,demand gap
Gurgaon,Sector 88A,4a0bd6c5d327b49f928e,344238,ROF Pravasa,76.95570374,28.43470001,23750000,59.68,13,1290,21,194,39,21,0.20,0.11,191.98,2.5,-21,demand gap
Gurgaon,Sector 80,496dee59973e0548ac9f,320891,Conscient Parq,76.95731354,28.36434937,42005226,56.75,11.5,1247,10,447,36,33,0.08,0.07,320.6,3.5,-21,demand gap
Gurgaon,Sector 102,96257073c54503aa6b37,347276,BPTP Gaia Residences At Amstoria 102,76.97119904,28.47200012,40520634,69.3,13,2496,34,231,48,26,0.21,0.11,225.04,3,-21,demand gap
Noida,Sector 110,6197925ab00826f0f32f,351064,Swastik Eternity Buildtech,77.38339233,28.53220367,8663043,29.61,13.5,640,43,161,8,18,0.05,0.11,246.27,3,-22,demand + conversion issue
Gurgaon,Sector 85,15c80ebb64fc90e96950,128461,Godrej Air,76.95230865,28.41000557,28665314,43.59,13,1296,20,224,22,16,0.10,0.07,461.55,2.5,-22,demand gap
Gurgaon,Sector 61,63ea3c1f0ed58207dbcf,255340,Smartworld Orchard,77.09920502,28.40942001,24086788,63.09,13,1880,77,475,41,44,0.09,0.09,235.88,2.5,-22,conversion issue
Gurgaon,Sector 112,9837d9681c9709dcdcd6,342639,Emaar Urban Ascent,77.02149963,28.52189255,60610002,29.26,13.5,898,7,96,7,7,0.07,0.07,154.67,3,-22,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,344349,GFC Divine Homes,77.37532043,28.54229736,10002065,32.78,13.5,593,16,85,11,7,0.13,0.09,283.32,3.5,-22,demand gap
Gurgaon,Sector 72,46e0a49265110de7b7eb,182880,Tata Primanti,77.03614807,28.40250397,81674288,46.56,14.5,1311,48,232,25,20,0.11,0.09,152.79,3.5,-22,demand gap
